trade_id,side,size,price,time
11178966,buy,45.00000000,1.00080000,2025-10-03T21:03:52.153481Z
11178965,buy,45.00000000,1.00080000,2025-10-03T21:03:52.126362Z
11178964,buy,45.00000000,1.00080000,2025-10-03T21:03:47.760437Z
11178963,buy,45.00000000,1.00080000,2025-10-03T21:03:47.758127Z
11178962,buy,45.00000000,1.00080000,2025-10-03T21:03:36.057737Z
11178961,buy,45.00000000,1.00080000,2025-10-03T21:03:36.023412Z
11178960,buy,6000.00000000,1.00080000,2025-10-03T21:03:14.553751Z
11178959,buy,6000.00000000,1.00080000,2025-10-03T21:02:24.600471Z
11178958,sell,45.00000000,1.00090000,2025-10-03T21:00:48.217994Z
11178957,sell,45.00000000,1.00090000,2025-10-03T21:00:48.207979Z
11178956,sell,45.00000000,1.00090000,2025-10-03T21:00:48.010405Z
11178955,sell,45.00000000,1.00090000,2025-10-03T21:00:47.956347Z
11178954,sell,45.00000000,1.00090000,2025-10-03T21:00:47.716851Z
11178953,sell,45.00000000,1.00090000,2025-10-03T21:00:45.018167Z
11178952,sell,45.00000000,1.00090000,2025-10-03T21:00:44.772809Z
11178951,sell,45.00000000,1.00090000,2025-10-03T21:00:44.524381Z
11178950,sell,45.00000000,1.00090000,2025-10-03T21:00:44.504661Z
11178949,sell,45.00000000,1.00090000,2025-10-03T21:00:44.257044Z
11178948,sell,45.00000000,1.00090000,2025-10-03T21:00:44.251562Z
11178947,sell,45.00000000,1.00090000,2025-10-03T21:00:44.022195Z
11178946,sell,45.00000000,1.00090000,2025-10-03T21:00:44.016914Z
11178945,sell,45.00000000,1.00090000,2025-10-03T21:00:41.154872Z
11178944,sell,45.00000000,1.00090000,2025-10-03T21:00:41.146035Z
11178943,sell,45.00000000,1.00090000,2025-10-03T21:00:40.906778Z
11178942,sell,45.00000000,1.00090000,2025-10-03T21:00:40.906614Z
11178941,sell,45.00000000,1.00090000,2025-10-03T21:00:40.667049Z
11178940,sell,45.00000000,1.00090000,2025-10-03T21:00:40.661686Z
11178939,sell,45.00000000,1.00090000,2025-10-03T21:00:37.881767Z
11178938,sell,45.00000000,1.00090000,2025-10-03T21:00:37.869254Z
11178937,sell,45.00000000,1.00090000,2025-10-03T21:00:37.579395Z
11178936,sell,45.00000000,1.00090000,2025-10-03T21:00:37.357009Z
11178935,sell,45.00000000,1.00090000,2025-10-03T21:00:36.845193Z
11178934,sell,45.00000000,1.00090000,2025-10-03T21:00:36.830120Z
11178933,sell,45.00000000,1.00090000,2025-10-03T21:00:36.546065Z
11178932,sell,45.00000000,1.00090000,2025-10-03T21:00:36.538565Z
11178931,sell,45.00000000,1.00090000,2025-10-03T21:00:36.212508Z
11178930,sell,45.00000000,1.00090000,2025-10-03T21:00:35.936154Z
11178929,sell,45.00000000,1.00090000,2025-10-03T21:00:35.912803Z
11178928,sell,45.00000000,1.00090000,2025-10-03T21:00:35.651243Z
11178927,sell,45.00000000,1.00090000,2025-10-03T21:00:35.639326Z
11178926,buy,296.81000000,1.00080000,2025-10-03T21:00:02.834151Z
11178925,buy,302.41000000,1.00080000,2025-10-03T20:58:51.409589Z
11178924,buy,1171.11000000,1.00080000,2025-10-03T20:58:25.292565Z
11178923,buy,15.69000000,1.00080000,2025-10-03T20:58:24.183574Z
11178922,buy,1185.69000000,1.00080000,2025-10-03T20:58:17.314183Z
11178921,buy,1198.23000000,1.00080000,2025-10-03T20:58:10.117951Z
11178920,buy,1176.57000000,1.00080000,2025-10-03T20:56:38.266098Z
11178919,buy,9.87000000,1.00080000,2025-10-03T20:56:37.031054Z
11178918,buy,1192.97000000,1.00080000,2025-10-03T20:56:35.067966Z
11178917,buy,1.20000000,1.00080000,2025-10-03T20:56:33.949545Z
11178916,buy,1191.11000000,1.00080000,2025-10-03T20:56:28.381098Z
11178915,buy,1.71000000,1.00080000,2025-10-03T20:56:27.527522Z
11178914,buy,1175.89000000,1.00080000,2025-10-03T20:56:21.097102Z
11178913,buy,8.40000000,1.00080000,2025-10-03T20:56:18.778609Z
11178912,buy,8.54000000,1.00080000,2025-10-03T20:56:17.887002Z
11178911,buy,6000.00000000,1.00080000,2025-10-03T20:56:12.496926Z
11178910,buy,1179.22000000,1.00080000,2025-10-03T20:56:11.232714Z
11178909,buy,7.77000000,1.00080000,2025-10-03T20:56:10.287047Z
11178908,buy,1196.05000000,1.00080000,2025-10-03T20:56:05.312439Z
11178907,buy,1184.01000000,1.00080000,2025-10-03T20:53:12.037807Z
11178906,buy,9.45000000,1.00080000,2025-10-03T20:53:11.121726Z
11178905,buy,1188.93000000,1.00080000,2025-10-03T20:53:05.995512Z
11178904,buy,5.38000000,1.00080000,2025-10-03T20:53:04.930338Z
11178903,buy,1180.23000000,1.00080000,2025-10-03T20:52:58.567384Z
11178902,buy,4000.00000000,1.00080000,2025-10-03T20:51:12.308232Z
11178901,buy,8.37000000,1.00080000,2025-10-03T20:51:06.498636Z
11178900,buy,9.71000000,1.00080000,2025-10-03T20:50:59.522149Z
11178899,buy,285.54000000,1.00080000,2025-10-03T20:50:52.494973Z
11178898,buy,602.54000000,1.00080000,2025-10-03T20:50:51.515653Z
11178897,buy,296.37000000,1.00080000,2025-10-03T20:50:50.494192Z
11178896,buy,9.02000000,1.00080000,2025-10-03T20:50:49.572126Z
11178895,buy,293.94000000,1.00080000,2025-10-03T20:50:46.537328Z
11178894,buy,598.91000000,1.00080000,2025-10-03T20:50:45.465702Z
11178893,buy,6000.00000000,1.00080000,2025-10-03T20:50:44.621934Z
11178892,buy,290.37000000,1.00080000,2025-10-03T20:50:39.495825Z
11178891,buy,9.27000000,1.00080000,2025-10-03T20:50:38.650055Z
11178890,buy,1189.08000000,1.00080000,2025-10-03T20:50:36.481297Z
11178889,buy,2.50000000,1.00080000,2025-10-03T20:50:35.478270Z
11178888,buy,1183.54000000,1.00080000,2025-10-03T20:50:33.470415Z
11178887,buy,8.66000000,1.00080000,2025-10-03T20:50:32.472457Z
11178886,buy,289.64000000,1.00080000,2025-10-03T20:50:27.489878Z
11178885,buy,300.53000000,1.00080000,2025-10-03T20:50:26.469664Z
11178884,buy,590.63000000,1.00080000,2025-10-03T20:50:25.516090Z
11178883,buy,8.85000000,1.00080000,2025-10-03T20:50:24.467842Z
11178882,buy,68.65000000,1.00080000,2025-10-03T20:50:18.449431Z
11178881,buy,517.82000000,1.00080000,2025-10-03T20:50:17.474515Z
11178880,buy,592.15000000,1.00080000,2025-10-03T20:50:01.536861Z
11178879,buy,8.16000000,1.00080000,2025-10-03T20:50:00.498436Z
11178878,buy,30.01000000,1.00080000,2025-10-03T20:49:58.459391Z
11178877,buy,1165.14000000,1.00080000,2025-10-03T20:49:54.569069Z
11178876,buy,17.25000000,1.00080000,2025-10-03T20:49:52.472918Z
11178875,buy,6.66000000,1.00080000,2025-10-03T20:49:51.485078Z
11178874,buy,10.71000000,1.00080000,2025-10-03T20:49:48.498189Z
11178873,buy,11.50000000,1.00080000,2025-10-03T20:49:47.504020Z
11178872,buy,1142.33000000,1.00080000,2025-10-03T20:49:44.161006Z
11178871,buy,22.83000000,1.00080000,2025-10-03T20:49:43.116996Z
11178870,buy,25.13000000,1.00080000,2025-10-03T20:49:38.203238Z
11178869,buy,1164.91000000,1.00080000,2025-10-03T20:49:33.192912Z
11178868,buy,10.84000000,1.00080000,2025-10-03T20:49:30.198146Z
11178867,buy,6.31000000,1.00080000,2025-10-03T20:49:29.113735Z
11178866,buy,9.00000000,1.00080000,2025-10-03T20:49:28.106225Z
11178865,buy,6000.00000000,1.00080000,2025-10-03T20:49:26.759799Z
11178864,buy,21.06000000,1.00080000,2025-10-03T20:49:26.101891Z
11178863,buy,18.91000000,1.00080000,2025-10-03T20:49:22.148052Z
11178862,buy,1174.48000000,1.00080000,2025-10-03T20:49:18.147143Z
11178861,buy,5.70000000,1.00080000,2025-10-03T20:49:12.932581Z
11178860,buy,7.86000000,1.00080000,2025-10-03T20:49:12.162905Z
11178859,buy,6.59000000,1.00080000,2025-10-03T20:49:11.150469Z
11178858,buy,1171.60000000,1.00080000,2025-10-03T20:49:05.119226Z
11178857,buy,11.06000000,1.00080000,2025-10-03T20:49:04.116937Z
11178856,buy,1184.07000000,1.00080000,2025-10-03T20:49:02.162813Z
11178855,buy,6.05000000,1.00080000,2025-10-03T20:49:01.138072Z
11178854,buy,916.45000000,1.00080000,2025-10-03T20:48:55.129578Z
11178853,buy,266.05000000,1.00080000,2025-10-03T20:48:22.216378Z
11178852,buy,7.49000000,1.00080000,2025-10-03T20:48:21.200932Z
11178851,buy,1187.00000000,1.00080000,2025-10-03T20:48:16.164325Z
11178850,buy,7.99000000,1.00080000,2025-10-03T20:48:15.167348Z
11178849,buy,1181.43000000,1.00080000,2025-10-03T20:48:13.155043Z
11178848,buy,4.44000000,1.00080000,2025-10-03T20:48:12.139334Z
11178847,buy,1182.92000000,1.00080000,2025-10-03T20:48:10.186678Z
11178846,buy,9.01000000,1.00080000,2025-10-03T20:48:09.246916Z
11178845,buy,895.94000000,1.00080000,2025-10-03T20:48:01.630692Z
11178844,buy,6000.00000000,1.00080000,2025-10-03T20:48:00.721388Z
11178843,buy,2.71000000,1.00080000,2025-10-03T20:47:21.647602Z
11178842,buy,288.08000000,1.00080000,2025-10-03T20:47:20.650054Z
11178841,buy,2.01000000,1.00080000,2025-10-03T20:47:19.558963Z
11178840,buy,71.64000000,1.00080000,2025-10-03T20:47:14.592234Z
11178839,buy,603.38000000,1.00080000,2025-10-03T20:47:13.504916Z
11178838,buy,510.57000000,1.00080000,2025-10-03T20:47:05.566549Z
11178837,buy,386.24000000,1.00080000,2025-10-03T20:47:01.627172Z
11178836,buy,294.99000000,1.00080000,2025-10-03T20:47:00.607852Z
11178835,buy,501.37000000,1.00080000,2025-10-03T20:46:59.572719Z
11178834,buy,4.68000000,1.00080000,2025-10-03T20:46:58.266615Z
11178833,buy,315.25000000,1.00080000,2025-10-03T20:46:55.297575Z
11178832,buy,77.33000000,1.00080000,2025-10-03T20:46:50.470958Z
11178831,buy,598.96000000,1.00080000,2025-10-03T20:46:49.255969Z
11178830,buy,497.87000000,1.00080000,2025-10-03T20:46:48.216362Z
11178829,buy,1588.77000000,1.00080000,2025-10-03T20:46:43.354952Z
11178828,buy,6749.43000000,1.00080000,2025-10-03T20:46:42.843409Z
11178827,buy,7.95000000,1.00080000,2025-10-03T20:46:42.294212Z
11178826,buy,4.24000000,1.00080000,2025-10-03T20:46:41.281993Z
11178825,buy,450.55000000,1.00080000,2025-10-03T20:46:36.135064Z
11178824,buy,430.31000000,1.00080000,2025-10-03T20:46:35.204457Z
11178823,buy,96.36000000,1.00080000,2025-10-03T20:46:30.936934Z
11178822,buy,602.13000000,1.00080000,2025-10-03T20:46:30.005291Z
11178821,buy,185.58000000,1.00080000,2025-10-03T20:46:28.903431Z
11178820,buy,311.46000000,1.00080000,2025-10-03T20:46:27.928500Z
11178819,buy,886.07000000,1.00080000,2025-10-03T20:46:22.979266Z
11178818,sell,1.33000000,1.00080000,2025-10-03T20:44:18.357196Z
11178817,sell,30.88000000,1.00080000,2025-10-03T20:44:18.357196Z
11178816,sell,45.00000000,1.00080000,2025-10-03T20:44:18.108916Z
11178815,sell,45.00000000,1.00080000,2025-10-03T20:44:18.094634Z
11178814,sell,45.00000000,1.00080000,2025-10-03T20:44:17.834659Z
11178813,sell,45.00000000,1.00080000,2025-10-03T20:44:17.324014Z
11178812,sell,45.00000000,1.00080000,2025-10-03T20:44:17.319986Z
11178811,sell,44.12000000,1.00080000,2025-10-03T20:44:17.096245Z
11178810,sell,0.88000000,1.00080000,2025-10-03T20:44:17.096245Z
11178809,sell,45.00000000,1.00080000,2025-10-03T20:44:17.085214Z
11178808,sell,45.00000000,1.00080000,2025-10-03T20:44:16.849695Z
11178807,sell,45.00000000,1.00080000,2025-10-03T20:44:16.375559Z
11178806,sell,45.00000000,1.00080000,2025-10-03T20:44:16.363275Z
11178805,sell,45.00000000,1.00080000,2025-10-03T20:44:15.828274Z
11178804,sell,45.00000000,1.00080000,2025-10-03T20:44:15.821535Z
11178803,sell,45.00000000,1.00080000,2025-10-03T20:44:15.583846Z
11178802,sell,45.00000000,1.00080000,2025-10-03T20:44:15.349126Z
11178801,sell,45.00000000,1.00080000,2025-10-03T20:44:15.013523Z
11178800,sell,45.00000000,1.00080000,2025-10-03T20:44:14.518601Z
11178799,sell,45.00000000,1.00080000,2025-10-03T20:44:14.249741Z
11178798,sell,45.00000000,1.00080000,2025-10-03T20:44:14.012390Z
11178797,sell,45.00000000,1.00080000,2025-10-03T20:44:13.998868Z
11178796,sell,45.00000000,1.00080000,2025-10-03T20:44:13.740709Z
11178795,sell,45.00000000,1.00080000,2025-10-03T20:44:13.734593Z
11178794,sell,45.00000000,1.00080000,2025-10-03T20:44:13.485628Z
11178793,sell,45.00000000,1.00080000,2025-10-03T20:44:13.454076Z
11178792,sell,45.00000000,1.00080000,2025-10-03T20:44:13.174435Z
11178791,sell,45.00000000,1.00080000,2025-10-03T20:44:13.169983Z
11178790,buy,6318.65000000,1.00070000,2025-10-03T20:40:17.853988Z
11178789,buy,999.14000000,1.00070000,2025-10-03T20:35:45.346425Z
11178788,buy,0.98000000,1.00070000,2025-10-03T20:35:08.230695Z
11178787,sell,499.59000000,1.00080000,2025-10-03T20:27:38.061243Z
11178786,buy,0.75000000,1.00080000,2025-10-03T20:15:38.332664Z
11178785,buy,299.25000000,1.00080000,2025-10-03T20:15:37.334507Z
11178784,buy,10.40000000,1.00080000,2025-10-03T20:15:34.319255Z
11178783,buy,289.60000000,1.00080000,2025-10-03T20:15:30.294913Z
11178782,buy,897.66000000,1.00080000,2025-10-03T20:15:27.455128Z
11178781,sell,87.80000000,1.00090000,2025-10-03T20:13:11.745986Z
11178780,buy,300.00000000,1.00080000,2025-10-03T20:13:05.071360Z
11178779,buy,300.00000000,1.00080000,2025-10-03T20:12:32.100635Z
11178778,buy,298.58000000,1.00080000,2025-10-03T20:12:27.321946Z
11178777,buy,1.42000000,1.00080000,2025-10-03T20:12:26.317877Z
11178776,buy,1189.32000000,1.00080000,2025-10-03T20:12:19.213103Z
11178775,buy,3.53000000,1.00080000,2025-10-03T20:12:18.231264Z
11178774,buy,1184.05000000,1.00080000,2025-10-03T20:12:15.295220Z
11178773,buy,4.76000000,1.00080000,2025-10-03T20:12:14.210535Z
11178772,buy,1185.28000000,1.00080000,2025-10-03T20:12:12.361508Z
11178771,buy,6.17000000,1.00080000,2025-10-03T20:12:11.250271Z
11178770,buy,1182.11000000,1.00080000,2025-10-03T20:12:06.238502Z
11178769,buy,8.35000000,1.00080000,2025-10-03T20:12:05.205348Z
11178768,buy,1184.80000000,1.00080000,2025-10-03T20:11:59.951673Z
11178767,buy,6000.00000000,1.00080000,2025-10-03T20:11:55.926637Z
11178766,buy,376.83000000,1.00080000,2025-10-03T20:10:27.981876Z
11178765,buy,300.00000000,1.00080000,2025-10-03T20:10:27.981876Z
11178764,buy,500.39000000,1.00080000,2025-10-03T20:10:27.981876Z
11178763,buy,5.55000000,1.00080000,2025-10-03T20:10:25.679188Z
11178762,buy,9.96000000,1.00080000,2025-10-03T20:10:25.009797Z
11178761,buy,483.10000000,1.00080000,2025-10-03T20:10:18.757489Z
11178760,buy,697.58000000,1.00080000,2025-10-03T20:10:18.757489Z
11178759,buy,5.69000000,1.00080000,2025-10-03T20:10:17.775989Z
11178758,buy,601.73000000,1.00080000,2025-10-03T20:10:12.199808Z
11178757,buy,10.38000000,1.00080000,2025-10-03T20:10:12.199808Z
11178756,buy,6000.00000000,1.00080000,2025-10-03T20:03:54.348204Z
11178755,buy,6000.00000000,1.00080000,2025-10-03T20:02:45.498283Z
11178754,buy,6000.00000000,1.00080000,2025-10-03T20:01:46.304786Z
11178753,sell,45.00000000,1.00090000,2025-10-03T20:01:22.567251Z
11178752,sell,45.00000000,1.00090000,2025-10-03T20:01:22.557902Z
11178751,sell,45.00000000,1.00090000,2025-10-03T20:01:22.318942Z
11178750,sell,45.00000000,1.00090000,2025-10-03T20:01:22.302539Z
11178749,sell,45.00000000,1.00090000,2025-10-03T20:01:22.058910Z
11178748,buy,45.00000000,1.00080000,2025-10-03T20:01:15.433942Z
11178747,buy,45.00000000,1.00080000,2025-10-03T20:01:15.403441Z
11178746,buy,45.00000000,1.00080000,2025-10-03T20:01:15.151196Z
11178745,buy,45.00000000,1.00080000,2025-10-03T20:01:15.150872Z
11178744,buy,45.00000000,1.00080000,2025-10-03T20:01:14.898571Z
11178743,buy,45.00000000,1.00080000,2025-10-03T20:01:14.897218Z
11178742,buy,45.00000000,1.00080000,2025-10-03T20:01:14.643338Z
11178741,buy,45.00000000,1.00080000,2025-10-03T20:01:14.636643Z
11178740,sell,45.00000000,1.00090000,2025-10-03T20:01:14.390627Z
11178739,sell,45.00000000,1.00090000,2025-10-03T20:01:14.386897Z
11178738,sell,45.00000000,1.00090000,2025-10-03T20:01:14.160332Z
11178737,sell,45.00000000,1.00090000,2025-10-03T20:01:14.143715Z
11178736,sell,45.00000000,1.00090000,2025-10-03T20:01:13.876087Z
11178735,sell,45.00000000,1.00090000,2025-10-03T20:01:13.873903Z
11178734,sell,45.00000000,1.00090000,2025-10-03T20:01:13.603771Z
11178733,sell,45.00000000,1.00090000,2025-10-03T20:01:13.592317Z
11178732,sell,45.00000000,1.00090000,2025-10-03T20:01:12.988973Z
11178731,sell,45.00000000,1.00090000,2025-10-03T20:01:12.972078Z
11178730,sell,45.00000000,1.00090000,2025-10-03T20:01:12.692015Z
11178729,sell,45.00000000,1.00090000,2025-10-03T20:01:12.687580Z
11178728,buy,45.00000000,1.00080000,2025-10-03T20:00:58.644845Z
11178727,buy,45.00000000,1.00080000,2025-10-03T20:00:58.389524Z
11178726,buy,45.00000000,1.00080000,2025-10-03T20:00:58.383607Z
11178725,buy,45.00000000,1.00080000,2025-10-03T20:00:58.134716Z
11178724,buy,45.00000000,1.00080000,2025-10-03T20:00:58.060669Z
11178723,buy,45.00000000,1.00080000,2025-10-03T20:00:57.759281Z
11178722,buy,45.00000000,1.00080000,2025-10-03T20:00:57.745485Z
11178721,buy,45.00000000,1.00080000,2025-10-03T20:00:55.557452Z
11178720,buy,45.00000000,1.00080000,2025-10-03T20:00:55.548599Z
11178719,buy,45.00000000,1.00080000,2025-10-03T20:00:55.316016Z
11178718,buy,45.00000000,1.00080000,2025-10-03T20:00:55.260524Z
11178717,buy,45.00000000,1.00080000,2025-10-03T20:00:55.020017Z
11178716,buy,45.00000000,1.00080000,2025-10-03T20:00:54.988129Z
11178715,buy,45.00000000,1.00080000,2025-10-03T20:00:54.761672Z
11178714,buy,45.00000000,1.00080000,2025-10-03T20:00:54.753247Z
11178713,buy,45.00000000,1.00080000,2025-10-03T20:00:54.540496Z
11178712,buy,45.00000000,1.00080000,2025-10-03T20:00:54.521181Z
11178711,buy,45.00000000,1.00080000,2025-10-03T20:00:54.309438Z
11178710,buy,45.00000000,1.00080000,2025-10-03T20:00:54.283553Z
11178709,buy,567.33000000,1.00080000,2025-10-03T19:59:27.123033Z
11178708,buy,8.09000000,1.00080000,2025-10-03T19:59:26.080566Z
11178707,buy,317.22000000,1.00080000,2025-10-03T19:59:20.052763Z
11178706,buy,598.32000000,1.00080000,2025-10-03T19:59:19.087208Z
11178705,sell,45.00000000,1.00090000,2025-10-03T19:59:13.041653Z
11178704,sell,45.00000000,1.00090000,2025-10-03T19:59:13.039670Z
11178703,sell,45.00000000,1.00090000,2025-10-03T19:59:12.780707Z
11178702,sell,45.00000000,1.00090000,2025-10-03T19:59:12.777041Z
11178701,sell,45.00000000,1.00090000,2025-10-03T19:59:12.543767Z
11178700,sell,45.00000000,1.00090000,2025-10-03T19:59:12.279164Z
11178699,sell,45.00000000,1.00090000,2025-10-03T19:59:12.047652Z
11178698,sell,45.00000000,1.00090000,2025-10-03T19:59:11.795486Z
11178697,sell,45.00000000,1.00090000,2025-10-03T19:59:11.759015Z
11178696,sell,45.00000000,1.00090000,2025-10-03T19:59:11.509963Z
11178695,sell,45.00000000,1.00090000,2025-10-03T19:59:11.502050Z
11178694,sell,45.00000000,1.00090000,2025-10-03T19:59:11.283848Z
11178693,sell,45.00000000,1.00090000,2025-10-03T19:59:11.276030Z
11178692,sell,45.00000000,1.00090000,2025-10-03T19:59:11.034788Z
11178691,sell,45.00000000,1.00090000,2025-10-03T19:59:11.014639Z
11178690,sell,45.00000000,1.00090000,2025-10-03T19:59:10.787004Z
11178689,sell,45.00000000,1.00090000,2025-10-03T19:59:10.555518Z
11178688,sell,45.00000000,1.00090000,2025-10-03T19:59:10.533290Z
11178687,sell,45.00000000,1.00090000,2025-10-03T19:59:10.289815Z
